MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice
20,RL,1.4626737779454593,2.2175741752772336,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,2,0,CBlock,3,3,1,3,608.0,1,834.0,1442.0,GasA,3,Y,SBrkr,1.9842769699778098,0,1.9842769699778098,0.0,1,1,4,1,2,7,0,0,0,Attchd,1958.0,0,1.0,301.0,0,0,2,0,0,275,0,0,0,0,NA,Shed,4,COD,Normal,2.482379893580158
50,RL,1.3367528183009176,2.1991921987097958,Pave,Grvl,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,0,BrkTil,3,3,1,1,0.0,1,686.0,686.0,GasW,3,Y,SBrkr,1.8765413336030217,564,1.9644372896360807,0.0,1,1,3,1,1,7,0,0,0,Detchd,1955.0,1,1.0,280.0,0,0,1,207,0,96,0,0,0,0,NA,NA,7,WD,Normal,2.4562795662110486
20,RL,1.3535647976324747,2.2411366105902077,Pave,NA,IR2,Lvl,3,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,2,0,PConc,4,3,1,1,0.0,1,1649.0,1649.0,GasA,4,Y,SBrkr,2.003528590902865,0,2.003528590902865,0.0,2,0,3,1,3,6,0,0,0,Attchd,1998.0,0,2.0,598.0,0,0,2,0,34,0,0,0,0,0,NA,NA,5,WD,Normal,2.5115007978618586
20,RL,1.4397184637016933,2.234687252002559,Pave,NA,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,0,CBlock,3,3,1,4,486.0,1,522.0,1008.0,GasA,3,Y,SBrkr,1.9337975798369365,0,1.9337975798369365,0.0,1,0,2,1,2,4,0,1,4,Attchd,1954.0,0,1.0,275.0,0,0,2,0,0,120,0,0,0,0,NA,NA,7,WD,Normal,2.470447299138401
20,RL,1.4397184637016933,2.25054249337605,Pave,NA,IR1,Lvl,3,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,3,0,PConc,4,3,1,6,1218.0,1,350.0,1568.0,GasA,4,Y,SBrkr,2.005780458457429,0,2.005780458457429,1.0,2,0,3,1,3,7,0,2,4,Attchd,2002.0,0,3.0,857.0,0,0,2,150,59,0,0,0,0,0,NA,NA,7,WD,Normal,2.5265182604682925
80,RL,1.4775113193551406,2.206550239130087,Pave,NA,Reg,Lvl,3,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,2,0,CBlock,3,3,3,6,504.0,1,506.0,1010.0,GasA,3,Y,SBrkr,1.9399565174958335,0,1.9399565174958335,1.0,1,0,3,1,2,6,0,0,0,Attchd,1971.0,1,2.0,440.0,0,0,2,0,0,0,0,0,0,0,MnPrv,NA,6,WD,Normal,2.4808300513990016
120,RL,1.3308317646057786,2.170140163910378,Pave,NA,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,3,0,PConc,4,3,2,6,733.0,1,625.0,1358.0,GasA,4,Y,SBrkr,1.9759914649872996,0,1.9759914649872996,1.0,2,0,2,1,3,6,0,1,4,Attchd,2010.0,0,2.0,484.0,0,0,2,192,35,0,0,0,0,0,NA,NA,6,New,Partial,2.511175363648479
60,RL,1.453173761903945,2.184414084653096,Pave,NA,IR1,Lvl,3,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,1,0.0,1,798.0,798.0,GasA,4,Y,SBrkr,1.899433596039824,842,2.001811231943896,0.0,2,1,3,1,3,6,0,0,0,Attchd,2003.0,0,2.0,595.0,0,0,2,0,45,0,0,0,0,0,NA,NA,6,WD,Normal,2.4946293501002827
20,RM,1.4096066464289525,2.1632672480372013,Pave,Pave,Reg,Bnk,3,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,0,CBlock,2,3,1,1,0.0,1,936.0,936.0,GasA,2,N,SBrkr,1.9230238845197491,0,1.9230238845197491,0.0,1,0,2,1,2,4,3,0,0,Detchd,1974.0,1,2.0,576.0,0,0,2,0,32,112,0,0,0,0,NA,NA,2,WD,Normal,2.4371469970211
60,RL,1.4397184637016933,2.2433623130122626,Pave,NA,IR1,Lvl,3,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,4,1,0.0,1,847.0,847.0,GasA,4,Y,SBrkr,1.9083122216781039,886,2.009234892306504,0.0,2,1,3,1,3,7,0,1,4,BuiltIn,2003.0,2,2.0,433.0,0,0,2,100,48,0,0,0,0,0,NA,NA,10,WD,Family,2.5115368702785252
50,RL,1.4096066464289525,2.21923500922358,Pave,NA,Reg,Lvl,3,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,0,BrkTil,3,3,1,1,0.0,1,778.0,778.0,GasA,2,Y,SBrkr,1.9242670705199185,545,1.9886767703308317,0.0,2,0,3,1,2,7,0,1,4,Detchd,1940.0,1,1.0,240.0,0,0,2,335,0,0,0,0,0,0,GdWo,NA,7,WD,Normal,2.4719750526272004
20,FV,1.4803421887365897,2.232709325720113,Pave,NA,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,4,1,1,0.0,1,1489.0,1489.0,GasA,4,Y,SBrkr,1.9886767703308317,0,1.9886767703308317,0.0,2,0,3,1,3,7,0,1,4,Attchd,2006.0,0,2.0,776.0,0,0,2,0,140,0,0,0,0,0,NA,NA,6,New,Partial,2.5142288155435906
20,RL,1.55523479881416,2.2620323478389155,Pave,NA,Reg,Lvl,3,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,4,0,PConc,5,3,3,6,1636.0,1,442.0,2078.0,GasA,4,Y,SBrkr,2.033665159381193,0,2.033665159381193,1.0,2,0,2,1,4,7,0,1,4,Attchd,2007.0,2,3.0,1220.0,0,0,2,188,45,0,0,0,0,0,NA,NA,6,New,Partial,2.5541993684595075
45,RM,1.3640546328884455,2.1657281802582746,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,0,BrkTil,3,3,1,5,784.0,1,0.0,784.0,GasA,3,Y,SBrkr,1.896781280584616,0,1.896781280584616,1.0,1,0,2,1,3,5,0,0,0,NA,0.0,3,0.0,0.0,3,2,2,0,0,116,0,0,0,0,NA,NA,5,WD,Normal,2.4513222743789096
20,RL,1.4289675858306226,2.202900372860338,Pave,NA,IR1,Lvl,3,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,6,20.0,1,1434.0,1454.0,GasA,4,Y,SBrkr,1.9835118354180599,0,1.9835118354180599,0.0,2,0,3,1,3,6,0,1,3,Attchd,2001.0,0,2.0,527.0,0,0,2,290,39,0,0,0,0,0,NA,NA,4,WD,Normal,2.497288205494181
60,RL,1.4397184637016933,2.3286993981987547,Pave,NA,IR2,Low,3,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,2,0,PConc,3,4,4,2,249.0,5,0.0,1013.0,GasA,2,Y,SBrkr,1.9539031602469017,966,2.0362727276803763,0.0,2,1,3,1,2,7,3,0,0,Attchd,1967.0,2,2.0,538.0,0,0,2,486,0,0,0,225,0,0,NA,NA,6,WD,Abnorml,2.495525989812908
160,FV,1.1562690064065475,2.0594292402722276,Pave,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,0,PConc,4,3,1,1,0.0,1,600.0,600.0,GasA,4,Y,SBrkr,1.8331938860315709,623,1.9613703273349712,0.0,2,1,2,1,3,4,0,0,0,Detchd,2005.0,0,2.0,480.0,0,0,2,0,166,0,0,0,0,0,NA,NA,7,WD,Normal,2.476614469386948
20,RL,1.4775113193551406,2.239037406588202,Pave,NA,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,2,0,CBlock,3,3,1,3,1040.0,1,352.0,1392.0,GasA,2,Y,FuseA,1.9794135661808878,0,1.9794135661808878,1.0,1,1,3,1,2,6,0,2,4,Attchd,1957.0,0,2.0,458.0,0,0,2,0,0,0,0,192,0,0,NA,NA,6,WD,Normal,2.4865505534492094
160,FV,1.224127540701542,2.087488636261757,Pave,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,0,PConc,4,3,1,1,0.0,1,600.0,600.0,GasA,4,Y,SBrkr,1.8331938860315709,600,1.9586961776892762,0.0,2,1,2,1,3,4,0,0,0,Detchd,2005.0,0,2.0,480.0,0,0,2,0,166,0,0,0,0,0,NA,NA,6,WD,Normal,2.4786399814909967
60,RL,1.3308317646057786,2.215292256848546,Pave,NA,IR1,Lvl,3,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,3,0,PConc,4,3,1,6,483.0,1,458.0,941.0,GasA,4,Y,SBrkr,1.9238022956770129,888,2.0164384609355612,1.0,2,1,3,1,3,7,0,1,3,Attchd,2003.0,0,2.0,613.0,0,0,2,192,39,0,0,0,0,0,NA,NA,1,WD,Normal,2.515744198818665
20,RL,1.5271796258079011,2.2203702261898086,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,2,0,CBlock,3,3,1,3,196.0,4,975.0,1516.0,GasA,2,Y,SBrkr,1.991133492492554,0,1.991133492492554,0.0,1,1,3,1,2,6,0,0,0,Attchd,1964.0,0,2.0,472.0,0,0,2,0,0,0,0,152,0,0,NA,NA,2,WD,Normal,2.4870501085546293
20,RL,1.4626737779454593,2.1940471417070957,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,2,0,CBlock,3,3,1,3,572.0,1,572.0,1144.0,GasA,3,Y,SBrkr,1.9519328577855717,0,1.9519328577855717,1.0,1,0,3,1,2,6,0,0,0,Attchd,1961.0,1,2.0,456.0,0,0,2,0,0,0,0,0,0,0,GdWo,NA,9,WD,Normal,2.472246893411985
20,RL,1.4096066464289525,2.21588476334664,Pave,NA,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,2,0,CBlock,4,3,1,4,442.0,1,625.0,1067.0,GasA,2,Y,SBrkr,1.9419890790268142,0,1.9419890790268142,0.0,2,0,2,1,3,4,3,0,0,Attchd,1996.0,1,2.0,436.0,0,0,2,290,0,0,0,0,0,0,NA,NA,2,WD,Normal,2.4646857061563905
30,RM,1.5040351003996315,2.197182280959577,Pave,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,0,BrkTil,3,3,1,3,338.0,1,1221.0,1559.0,GasA,3,Y,SBrkr,1.994945163390412,0,1.994945163390412,1.0,1,0,2,1,2,5,3,0,0,Detchd,1948.0,1,2.0,812.0,0,0,2,0,116,230,0,0,0,0,GdWo,NA,6,COD,Normal,2.480016030683119
160,RM,1.1133440539599853,2.0050612922078,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,2,0,CBlock,3,3,1,4,330.0,1,153.0,483.0,GasA,2,Y,SBrkr,1.8213209662317569,504,1.9307486550506445,1.0,1,1,2,1,2,5,0,0,0,Detchd,1973.0,1,1.0,264.0,0,0,2,0,0,0,0,0,0,0,NA,NA,11,WD,Normal,2.443470357682056
20,RL,1.4626737779454593,2.2150290440606604,Pave,NA,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,0,PConc,4,3,1,1,0.0,1,1099.0,1099.0,GasA,4,Y,SBrkr,1.9462180951212875,0,1.9462180951212875,0.0,1,1,3,1,3,6,0,0,0,Attchd,1999.0,1,1.0,352.0,0,0,2,278,0,0,0,0,0,0,NA,NA,6,WD,Normal,2.4746516278832043
50,RL,1.4465648595477707,2.237839007112556,Pave,NA,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,0,CBlock,3,3,1,4,352.0,1,416.0,768.0,GasA,4,Y,SBrkr,1.8936825436204612,432,1.9586961776892762,0.0,1,0,3,1,2,6,0,0,0,Detchd,1946.0,1,1.0,240.0,0,0,2,0,0,0,0,0,0,0,NA,NA,5,WD,Normal,2.4663291946501267
70,RH,1.4397184637016933,2.24129418722696,Pave,NA,IR1,Lvl,3,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,BrkTil,3,3,1,4,156.0,1,516.0,672.0,GasA,2,N,SBrkr,1.9016647787966476,672,1.9880315694733346,0.0,2,0,4,1,1,7,0,0,0,Detchd,1934.0,1,1.0,400.0,0,0,1,0,0,254,0,0,0,0,NA,NA,3,WD,Normal,2.4722770394194904
70,RM,1.4096066464289525,2.224991036581172,Pave,Grvl,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,0,PConc,3,3,1,1,0.0,1,650.0,650.0,GasA,3,Y,SBrkr,1.9264138653354737,581,1.9931873507486868,0.0,2,0,3,1,3,8,0,1,1,Detchd,1983.0,1,2.0,686.0,2,0,1,70,78,68,0,0,0,0,NA,NA,6,WD,Normal,2.482167964447818
80,RL,1.4831304777411851,2.209065266985712,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,2,0,CBlock,3,3,4,3,312.0,5,276.0,1127.0,GasA,2,Y,SBrkr,1.954512523166536,0,1.954512523166536,1.0,1,1,3,1,2,6,0,0,0,Attchd,1966.0,0,2.0,490.0,2,3,2,0,129,0,0,0,0,0,GdPrv,NA,5,WD,Normal,2.49088620829197
90,RL,1.4775113193551406,2.1958009890330583,Pave,NA,Reg,Lvl,3,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,0,CBlock,3,3,1,1,0.0,1,1800.0,1800.0,GasA,4,N,SBrkr,2.0143084363300017,0,2.0143084363300017,0.0,2,0,6,2,2,10,0,0,0,NA,0.0,3,0.0,0.0,3,2,2,0,0,0,0,0,0,0,NA,NA,7,WD,Normal,2.472877519816215
50,RM,1.5271796258079011,2.245654630370326,Pave,Grvl,IR1,Lvl,3,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,BrkTil,3,3,2,1,0.0,1,876.0,876.0,GasA,3,Y,SBrkr,1.9132934008684632,540,1.9817723818786577,0.0,1,1,4,1,2,7,0,1,4,Detchd,1949.0,1,3.0,720.0,0,0,2,418,0,194,0,0,0,0,NA,NA,6,WD,Normal,2.480233942996818
85,RL,1.4397184637016933,2.274184106022028,Pave,NA,IR1,Lvl,3,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,0,CBlock,4,3,4,5,1390.0,1,0.0,1390.0,GasA,2,Y,SBrkr,2.0067326124622786,0,2.0067326124622786,1.0,2,0,3,1,2,6,3,2,3,Basment,1975.0,2,2.0,611.0,0,0,2,0,0,0,0,0,0,0,NA,NA,1,WD,Normal,2.4890164293532395
60,RL,1.4626737779454593,2.2126161796148613,Pave,NA,Reg,Lvl,3,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,3,0,PConc,4,3,1,5,513.0,1,227.0,740.0,GasA,4,Y,SBrkr,1.9335103527332758,769,2.012440751899929,1.0,2,1,3,1,3,7,0,1,3,Attchd,1993.0,1,2.0,425.0,0,0,2,234,72,192,0,0,0,0,NA,NA,7,WD,Normal,2.5070796228397594
20,RL,1.2763452613426045,2.2669660058908545,Pave,NA,IR1,Lvl,3,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,2,0,CBlock,3,3,3,4,460.0,1,404.0,864.0,GasA,4,Y,SBrkr,1.9112555211012812,0,1.9112555211012812,1.0,1,0,3,1,2,5,0,1,2,Attchd,1972.0,1,1.0,338.0,0,0,2,0,0,0,0,0,0,0,NA,NA,8,WD,Normal,2.468256871366137
50,RL,1.4626737779454593,2.3728257319421955,Pave,NA,IR2,Bnk,3,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,BrkTil,3,3,1,1,0.0,1,907.0,907.0,GasA,2,Y,SBrkr,1.9706710120864968,1051,2.0496997418865406,0.0,3,0,5,1,2,10,0,1,4,Detchd,1908.0,1,2.0,360.0,1,0,2,486,40,0,0,175,0,0,NA,NA,9,WD,Normal,2.516760082909491
80,RL,1.4775113193551406,2.21588476334664,Pave,NA,Reg,Lvl,3,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,3,1,CBlock,3,3,1,1,0.0,1,528.0,528.0,GasA,4,Y,SBrkr,1.9455666590667993,761,2.018315853535837,0.0,2,1,3,1,2,7,0,1,3,Attchd,1976.0,0,2.0,512.0,0,0,2,113,100,0,0,0,0,0,NA,NA,8,WD,Normal,2.4964121977131546
120,RM,1.2763452613426045,2.127908188611743,Pave,NA,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,3,0,PConc,4,3,3,6,659.0,1,189.0,848.0,GasA,4,Y,SBrkr,1.9084872276518074,0,1.9084872276518074,1.0,1,0,1,1,3,3,0,0,0,Attchd,2003.0,2,2.0,420.0,0,0,2,140,0,0,0,0,0,0,NA,NA,11,WD,Normal,2.466977048384141
120,RL,1.4397184637016933,2.088110768468293,Pave,NA,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,0,PConc,4,3,4,1,0.0,1,1273.0,1273.0,GasA,4,Y,SBrkr,1.9856044078643906,0,1.9856044078643906,0.0,2,0,2,1,3,7,0,1,3,Attchd,2003.0,2,2.0,400.0,0,0,2,143,20,0,0,0,0,0,NA,NA,5,WD,Normal,2.5078410759756937
75,RL,1.3788396218579066,2.182876125450335,Pave,NA,Reg,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,1,CBlock,3,3,1,3,364.0,1,554.0,918.0,GasA,3,Y,SBrkr,1.9201816179989246,728,2.002304441513223,0.0,2,0,4,1,2,7,0,2,4,Detchd,1941.0,1,1.0,240.0,0,0,2,0,0,0,0,126,0,0,MnPrv,NA,8,WD,Normal,2.4855415904043987
80,RL,1.4397184637016933,2.2407679240743357,Pave,NA,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,2,1,CBlock,3,3,4,3,564.0,1,563.0,1127.0,GasA,2,Y,SBrkr,1.9845626514319463,0,1.9845626514319463,0.0,1,1,3,1,2,7,0,1,2,Attchd,1964.0,0,2.0,645.0,0,0,2,180,0,0,0,0,0,0,MnPrv,NA,8,WD,Normal,2.482432784973651
20,RL,1.5314704927383054,2.2817365329267894,Pave,NA,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,2,0,CBlock,3,3,2,5,306.0,3,372.0,1763.0,GasA,2,Y,SBrkr,2.0127415779961773,0,2.0127415779961773,1.0,1,1,3,1,2,6,0,1,4,Attchd,1955.0,1,2.0,454.0,0,0,2,0,418,0,0,312,0,0,NA,NA,7,WD,Abnorml,2.4885295554686895
20,RL,1.4397184637016933,2.1791558514859597,Pave,NA,IR1,Lvl,3,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,1,CBlock,3,3,1,5,659.0,1,381.0,1040.0,GasA,4,Y,SBrkr,1.9383064558440293,0,1.9383064558440293,1.0,1,1,3,1,2,6,0,0,0,Detchd,1962.0,1,1.0,260.0,0,0,2,0,104,0,0,0,0,0,NA,NA,4,WD,Normal,2.4640185346254393
80,RL,1.4397184637016933,2.230328281352416,Pave,NA,IR1,Low,3,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,2,0,CBlock,4,4,4,6,505.0,2,0.0,940.0,GasA,2,Y,SBrkr,1.9363536343589565,0,1.9363536343589565,1.0,1,0,3,1,2,5,0,0,0,Detchd,1981.0,1,2.0,576.0,0,1,2,0,0,34,0,0,0,0,MnPrv,NA,10,WD,Normal,2.4763861083335166
60,RL,1.4289675858306226,2.19752464422253,Pave,NA,Reg,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,0,PConc,4,3,1,1,0.0,1,702.0,702.0,GasA,3,Y,SBrkr,1.8800653891059582,779,1.9879391151347,0.0,2,1,3,1,2,6,0,1,3,Attchd,1994.0,2,2.0,343.0,0,0,2,0,36,0,0,0,0,0,NA,NA,3,WD,Normal,2.4904587564623863
20,RL,1.4775113193551406,2.2245761001422606,Pave,NA,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,2,0,CBlock,4,3,1,1,0.0,1,1090.0,1090.0,GasA,2,Y,SBrkr,1.9772102940325964,0,1.9772102940325964,0.0,2,0,3,1,2,6,0,1,3,Attchd,1976.0,0,2.0,479.0,0,0,2,0,0,0,0,0,0,0,MnPrv,NA,6,WD,Family,2.4791933432088267
60,RL,1.4397184637016933,2.230904696878646,Pave,NA,IR1,Lvl,3,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,2,0,CBlock,3,3,2,4,619.0,1,435.0,1054.0,GasA,2,Y,SBrkr,1.9907726859317265,1142,2.064812965763086,1.0,2,1,4,1,3,9,0,1,4,Attchd,1968.0,1,2.0,619.0,0,0,2,0,65,0,0,222,0,0,NA,NA,8,WD,Normal,2.5200498461606777
50,RL,1.3881259789913998,2.190693812462409,Pave,NA,Reg,Lvl,3,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,0,BrkTil,3,3,1,1,0.0,1,912.0,912.0,GasA,3,Y,SBrkr,1.9192199697744368,514,1.9827418295564325,0.0,1,1,3,1,3,7,0,1,4,Detchd,1925.0,1,1.0,216.0,0,0,2,0,240,0,0,0,0,0,GdPrv,NA,6,WD,Normal,2.49770080102071
190,RL,1.4626737779454593,2.236542853086479,Pave,NA,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,2,0,PConc,3,3,2,4,841.0,1,198.0,1039.0,GasA,4,Y,SBrkr,1.9381679685869466,0,1.9381679685869466,1.0,1,1,3,1,2,6,0,0,0,Attchd,1965.0,1,2.0,504.0,0,0,2,0,0,0,0,0,0,0,NA,NA,4,WD,Normal,2.466977048384141
20,RL,1.4803421887365897,2.216699306903194,Pave,NA,Reg,Lvl,3,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,2,0,PConc,4,3,1,6,338.0,1,702.0,1040.0,GasA,2,Y,SBrkr,1.9459579279532022,0,1.9459579279532022,0.0,2,0,3,1,2,6,0,0,0,Attchd,1986.0,1,2.0,480.0,0,0,2,0,0,0,0,0,0,0,GdPrv,NA,5,WD,Normal,2.4791933432088267
20,RL,1.4465648595477707,2.1948366629904745,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,2,0,CBlock,3,3,1,4,1148.0,1,0.0,1148.0,GasA,2,Y,SBrkr,1.9524283702024905,0,1.9524283702024905,1.0,1,0,3,1,2,6,0,0,0,Attchd,1959.0,1,1.0,672.0,0,0,2,0,0,0,0,0,0,0,GdPrv,NA,7,WD,Normal,2.467619579398506
